id,name,status,dietary
REG-16021,Carmen Lindqvist,confirmed,none
REG-16022,Xiomara Ustinov,waitlist,none
REG-16023,Vera Iyer,confirmed,kosher
REG-16024,Priya Iyer,confirmed,none
REG-16025,Farid Quispe,confirmed,vegan
REG-16026,Bruno Wieland,confirmed,none
REG-16027,Rosa Sorensen,confirmed,kosher
REG-16028,Jonas Yamada,confirmed,none
REG-16029,Priya Sorensen,confirmed,none
REG-16030,Elif Grigoryan,cancelled,none
REG-16031,Vera Bergstrom,confirmed,vegan
REG-16032,Jonas Yamada,confirmed,none
REG-16033,Tamar Nakamura,cancelled,none
REG-16034,Umut Grigoryan,confirmed,none
REG-16035,Greta Yamada,confirmed,none
REG-16036,Keiko Wieland,confirmed,none
REG-16037,Farid Petrov,waitlist,none
REG-16038,Wendell Castellanos,waitlist,none
REG-16039,Rosa Wieland,cancelled,none
REG-16040,Jonas Nakamura,waitlist,none
REG-16041,Priya Jankowski,waitlist,none
REG-16042,Omar Jankowski,confirmed,none
REG-16043,Mireille Quispe,confirmed,none
REG-16044,Elif Xu,confirmed,none
REG-16045,Farid Zielinski,confirmed,none
REG-16046,Jonas Rasmussen,confirmed,none
REG-16047,Hiro Jankowski,confirmed,halal
REG-16048,Ines Ustinov,confirmed,vegan
REG-16049,Jonas Yamada,cancelled,none
REG-16050,Farid Abbasi,confirmed,none
REG-16051,Xiomara Ustinov,confirmed,none
REG-16052,Zofia Ustinov,confirmed,gluten-free
REG-16053,Keiko Wieland,confirmed,none
REG-16054,Jonas Fontaine,cancelled,none
REG-16055,Zofia Grigoryan,confirmed,none
REG-16056,Carmen Xu,confirmed,none
REG-16057,Omar Hashimoto,confirmed,halal
REG-16058,Quentin Vasquez,confirmed,none
REG-16059,Umut Rasmussen,confirmed,none
REG-16060,Vera Xu,waitlist,kosher
REG-16061,Priya Sorensen,confirmed,vegan
REG-16062,Carmen Petrov,confirmed,gluten-free
REG-16063,Hiro Hashimoto,confirmed,vegetarian
REG-16064,Sven Moreau,cancelled,gluten-free
REG-16065,Lars Ustinov,waitlist,none
REG-16066,Deepak Grigoryan,waitlist,none
REG-16067,Jonas Xu,confirmed,none
REG-16068,Ada Yamada,confirmed,none
REG-16069,Tamar Petrov,confirmed,none
REG-16070,Carmen Fontaine,confirmed,halal
REG-16071,Tamar Eriksen,confirmed,none
REG-16072,Quentin Castellanos,confirmed,none
REG-16073,Keiko Rasmussen,confirmed,none
REG-16074,Xiomara Kovacs,confirmed,none
REG-16075,Elif Quispe,confirmed,none
REG-16076,Priya Dimitrov,confirmed,none
REG-16077,Sven Iyer,confirmed,kosher
REG-16078,Xiomara Moreau,confirmed,none
REG-16079,Umut Moreau,waitlist,none
REG-16080,Xiomara Nakamura,confirmed,none
REG-16081,Omar Hashimoto,waitlist,none
REG-16082,Deepak Jankowski,cancelled,vegan
REG-16083,Yusuf Okonkwo,confirmed,none
REG-16084,Carmen Jankowski,confirmed,none
REG-16085,Bruno Rasmussen,confirmed,none
REG-16086,Bruno Hashimoto,confirmed,none
REG-16087,Ada Iyer,confirmed,kosher
REG-16088,Jonas Jankowski,confirmed,kosher
REG-16089,Omar Okonkwo,waitlist,gluten-free
REG-16090,Carmen Dimitrov,waitlist,halal
REG-16091,Wendell Xu,confirmed,halal
REG-16092,Elif Bergstrom,waitlist,none
REG-16093,Deepak Quispe,confirmed,none
REG-16094,Carmen Quispe,confirmed,none
REG-16095,Yusuf Petrov,confirmed,vegetarian
REG-16096,Mireille Abbasi,waitlist,none
REG-16097,Zofia Bergstrom,confirmed,none
REG-16098,Elif Vasquez,confirmed,kosher
REG-16099,Wendell Vasquez,confirmed,none
REG-16100,Farid Yamada,waitlist,vegan
REG-16101,Priya Xu,confirmed,halal
REG-16102,Priya Kovacs,confirmed,none
REG-16103,Ada Petrov,confirmed,vegan
REG-16104,Jonas Kovacs,confirmed,none
REG-16105,Vera Nakamura,cancelled,kosher
REG-16106,Mireille Abbasi,confirmed,none
REG-16107,Greta Fontaine,confirmed,none
REG-16108,Bruno Zielinski,confirmed,none
REG-16109,Xiomara Eriksen,waitlist,none
REG-16110,Zofia Jankowski,cancelled,none
REG-16111,Zofia Moreau,confirmed,none
REG-16112,Tamar Quispe,confirmed,none
REG-16113,Bruno Hashimoto,confirmed,vegetarian
REG-16114,Bruno Wieland,cancelled,none
REG-16115,Quentin Moreau,waitlist,none
REG-16116,Priya Bergstrom,confirmed,none
REG-16117,Quentin Quispe,confirmed,none
REG-16118,Sven Xu,waitlist,gluten-free
REG-16119,Ines Moreau,confirmed,none
REG-16120,Keiko Tanaka,cancelled,none
REG-16121,Xiomara Bergstrom,confirmed,none
REG-16122,Xiomara Jankowski,confirmed,none
REG-16123,Mireille Petrov,confirmed,none
REG-16124,Quentin Wieland,confirmed,none
REG-16125,Nadia Yamada,confirmed,none
REG-16126,Jonas Castellanos,cancelled,halal
REG-16127,Mireille Zielinski,cancelled,none
REG-16128,Nadia Petrov,waitlist,none
REG-16129,Rosa Quispe,cancelled,none
REG-16130,Priya Wieland,confirmed,none
REG-16131,Hiro Iyer,confirmed,none
REG-16132,Farid Petrov,confirmed,vegetarian
REG-16133,Carmen Castellanos,confirmed,none
REG-16134,Greta Lindqvist,confirmed,none
REG-16135,Jonas Zielinski,cancelled,none
REG-16136,Carmen Jankowski,cancelled,none
REG-16137,Carmen Dimitrov,confirmed,none
REG-16138,Quentin Abbasi,confirmed,kosher
REG-16139,Jonas Quispe,cancelled,vegan
REG-16140,Bruno Yamada,waitlist,vegetarian
REG-16141,Greta Jankowski,confirmed,vegetarian
REG-16142,Keiko Yamada,confirmed,vegetarian
REG-16143,Ines Tanaka,confirmed,none
REG-16144,Greta Iyer,confirmed,kosher
REG-16145,Xiomara Petrov,confirmed,vegan
REG-16146,Omar Abbasi,confirmed,halal
REG-16147,Nadia Bergstrom,cancelled,none
REG-16148,Yusuf Okonkwo,cancelled,none
REG-16149,Yusuf Dimitrov,confirmed,none
REG-16150,Quentin Vasquez,cancelled,halal
REG-16151,Wendell Moreau,cancelled,none
REG-16152,Priya Okonkwo,cancelled,vegan
REG-16153,Sven Petrov,confirmed,none
REG-16154,Rosa Quispe,cancelled,none
REG-16155,Hiro Vasquez,cancelled,gluten-free
REG-16156,Elif Abbasi,confirmed,none
REG-16157,Omar Iyer,confirmed,gluten-free
REG-16158,Zofia Sorensen,waitlist,vegan
REG-16159,Zofia Zielinski,confirmed,none
REG-16160,Nadia Tanaka,cancelled,vegetarian
REG-16161,Farid Grigoryan,confirmed,vegan
REG-16162,Jonas Eriksen,confirmed,none
REG-16163,Quentin Abbasi,confirmed,kosher
REG-16164,Farid Wieland,confirmed,vegan
REG-16165,Mireille Rasmussen,confirmed,vegan
REG-16166,Tamar Yamada,confirmed,none
REG-16167,Keiko Hashimoto,confirmed,none
REG-16168,Carmen Yamada,confirmed,none
REG-16169,Sven Ustinov,confirmed,vegan
REG-16170,Lars Castellanos,cancelled,none
REG-16171,Carmen Bergstrom,confirmed,none
REG-16172,Elif Nakamura,cancelled,none
REG-16173,Carmen Okonkwo,confirmed,none
REG-16174,Vera Moreau,waitlist,none
REG-16175,Carmen Fontaine,confirmed,none
REG-16176,Nadia Lindqvist,waitlist,none
REG-16177,Vera Wieland,confirmed,none
REG-16178,Omar Bergstrom,cancelled,none
REG-16179,Vera Eriksen,waitlist,none
REG-16180,Priya Dimitrov,waitlist,none
REG-16181,Lars Nakamura,waitlist,none
REG-16182,Wendell Kovacs,confirmed,none
REG-16183,Sven Zielinski,waitlist,none
REG-16184,Zofia Iyer,confirmed,none
REG-16185,Greta Ustinov,cancelled,none
REG-16186,Zofia Castellanos,confirmed,none
REG-16187,Carmen Iyer,waitlist,none
REG-16188,Omar Grigoryan,cancelled,gluten-free
REG-16189,Hiro Quispe,cancelled,kosher
REG-16190,Carmen Iyer,confirmed,vegetarian
REG-16191,Lars Yamada,waitlist,vegetarian
REG-16192,Ada Sorensen,cancelled,vegetarian
REG-16193,Vera Kovacs,waitlist,none
REG-16194,Vera Jankowski,waitlist,halal
REG-16195,Sven Sorensen,confirmed,none
REG-16196,Ines Hashimoto,confirmed,none
REG-16197,Deepak Castellanos,confirmed,none
REG-16198,Lars Kovacs,confirmed,kosher
REG-16199,Rosa Jankowski,confirmed,none
REG-16200,Hiro Hashimoto,confirmed,gluten-free
REG-16201,Wendell Grigoryan,confirmed,none
REG-16202,Omar Yamada,waitlist,halal
REG-16203,Elif Ustinov,confirmed,none
REG-16204,Zofia Kovacs,confirmed,none
REG-16205,Tamar Rasmussen,confirmed,none
REG-16206,Priya Kovacs,waitlist,none
REG-16207,Lars Rasmussen,waitlist,none
REG-16208,Tamar Okonkwo,confirmed,vegetarian
REG-16209,Wendell Okonkwo,confirmed,none
REG-16210,Xiomara Vasquez,cancelled,none
REG-16211,Omar Yamada,confirmed,none
REG-16212,Tamar Eriksen,waitlist,halal
REG-16213,Nadia Iyer,waitlist,none
REG-16214,Elif Moreau,waitlist,none
REG-16215,Elif Iyer,confirmed,kosher
REG-16216,Vera Kovacs,confirmed,none
REG-16217,Farid Rasmussen,confirmed,none
REG-16218,Rosa Rasmussen,waitlist,none
REG-16219,Hiro Fontaine,cancelled,vegetarian
REG-16220,Zofia Abbasi,waitlist,gluten-free
REG-16221,Hiro Castellanos,confirmed,gluten-free
REG-16222,Mireille Bergstrom,confirmed,halal
REG-16223,Wendell Quispe,cancelled,vegetarian
REG-16224,Nadia Yamada,confirmed,vegan
REG-16225,Priya Jankowski,confirmed,none
REG-16226,Quentin Zielinski,confirmed,none
REG-16227,Nadia Hashimoto,waitlist,none
REG-16228,Nadia Vasquez,confirmed,vegetarian
REG-16229,Jonas Sorensen,waitlist,none
REG-16230,Elif Iyer,waitlist,none
REG-16231,Ada Jankowski,confirmed,none
REG-16232,Wendell Zielinski,cancelled,none
REG-16233,Carmen Sorensen,confirmed,none
REG-16234,Ada Rasmussen,confirmed,none
REG-16235,Hiro Grigoryan,confirmed,none
REG-16236,Lars Jankowski,confirmed,none
REG-16237,Ada Nakamura,cancelled,vegan
REG-16238,Yusuf Kovacs,confirmed,none
REG-16239,Rosa Eriksen,confirmed,kosher
REG-16240,Omar Castellanos,waitlist,none
REG-16241,Xiomara Wieland,confirmed,vegetarian
REG-16242,Umut Hashimoto,confirmed,vegan
REG-16243,Ada Vasquez,confirmed,none
REG-16244,Ines Iyer,confirmed,none
REG-16245,Wendell Fontaine,confirmed,vegan
REG-16246,Farid Petrov,confirmed,none
REG-16247,Wendell Dimitrov,confirmed,none
REG-16248,Hiro Jankowski,confirmed,none
REG-16249,Carmen Tanaka,cancelled,none
REG-16250,Zofia Sorensen,waitlist,vegan
REG-16251,Priya Moreau,confirmed,none
REG-16252,Farid Lindqvist,confirmed,none
REG-16253,Quentin Fontaine,confirmed,gluten-free
REG-16254,Nadia Castellanos,confirmed,gluten-free
REG-16255,Keiko Tanaka,confirmed,none
REG-16256,Quentin Petrov,confirmed,none
REG-16257,Tamar Okonkwo,waitlist,none
REG-16258,Priya Rasmussen,confirmed,halal
REG-16259,Ines Grigoryan,waitlist,none
REG-16260,Lars Dimitrov,waitlist,vegan
REG-16261,Priya Wieland,cancelled,none
REG-16262,Farid Iyer,waitlist,none
REG-16263,Keiko Hashimoto,confirmed,none
REG-16264,Keiko Sorensen,waitlist,halal
REG-16265,Rosa Petrov,confirmed,none
REG-16266,Umut Kovacs,cancelled,none
REG-16267,Omar Kovacs,confirmed,none
REG-16268,Tamar Bergstrom,waitlist,gluten-free
REG-16269,Keiko Eriksen,confirmed,vegan
REG-16270,Vera Rasmussen,waitlist,none
REG-16271,Priya Ustinov,confirmed,none
REG-16272,Omar Kovacs,confirmed,vegan
REG-16273,Farid Petrov,cancelled,gluten-free
REG-16274,Farid Tanaka,confirmed,none
REG-16275,Keiko Tanaka,waitlist,none
REG-16276,Lars Fontaine,waitlist,none
REG-16277,Ines Nakamura,confirmed,none
REG-16278,Wendell Iyer,waitlist,none
REG-16279,Sven Ustinov,confirmed,none
REG-16280,Jonas Grigoryan,confirmed,none
REG-16281,Hiro Vasquez,confirmed,none
REG-16282,Elif Vasquez,cancelled,vegetarian
REG-16283,Yusuf Kovacs,cancelled,none
REG-16284,Hiro Fontaine,cancelled,none
REG-16285,Bruno Ustinov,confirmed,none
REG-16286,Ada Tanaka,confirmed,halal
REG-16287,Zofia Vasquez,confirmed,none
REG-16288,Deepak Fontaine,waitlist,none
REG-16289,Vera Bergstrom,waitlist,none
REG-16290,Mireille Rasmussen,confirmed,none
REG-16291,Ines Quispe,waitlist,none
REG-16292,Yusuf Abbasi,cancelled,none
REG-16293,Tamar Wieland,cancelled,none
REG-16294,Wendell Moreau,confirmed,vegan
REG-16295,Yusuf Yamada,confirmed,none
REG-16296,Jonas Hashimoto,cancelled,none
REG-16297,Lars Eriksen,confirmed,none
REG-16298,Farid Zielinski,confirmed,none
REG-16299,Elif Tanaka,waitlist,none
REG-16300,Sven Eriksen,confirmed,halal
REG-16301,Umut Bergstrom,confirmed,none
REG-16302,Jonas Castellanos,confirmed,vegetarian
REG-16303,Deepak Petrov,cancelled,vegan
REG-16304,Nadia Jankowski,confirmed,vegan
REG-16305,Ada Ustinov,confirmed,none
REG-16306,Deepak Sorensen,waitlist,none
REG-16307,Elif Jankowski,waitlist,none
REG-16308,Keiko Kovacs,cancelled,vegetarian
REG-16309,Vera Grigoryan,confirmed,none
REG-16310,Greta Castellanos,confirmed,none
REG-16311,Quentin Fontaine,confirmed,none
REG-16312,Yusuf Kovacs,waitlist,none
REG-16313,Bruno Abbasi,waitlist,none
REG-16314,Umut Eriksen,confirmed,none
REG-16315,Hiro Jankowski,cancelled,kosher
REG-16316,Lars Tanaka,cancelled,none
REG-16317,Rosa Sorensen,confirmed,vegan
REG-16318,Deepak Okonkwo,confirmed,none
REG-16319,Jonas Lindqvist,waitlist,none
REG-16320,Yusuf Castellanos,confirmed,vegan
REG-16321,Xiomara Abbasi,confirmed,none
REG-16322,Zofia Okonkwo,waitlist,none
REG-16323,Rosa Hashimoto,confirmed,none
REG-16324,Priya Fontaine,confirmed,none
REG-16325,Mireille Ustinov,confirmed,none
REG-16326,Sven Eriksen,confirmed,vegetarian
REG-16327,Lars Rasmussen,confirmed,gluten-free
REG-16328,Xiomara Wieland,confirmed,none
REG-16329,Wendell Grigoryan,confirmed,vegetarian
REG-16330,Omar Tanaka,confirmed,kosher
REG-16331,Deepak Nakamura,cancelled,none
REG-16332,Hiro Okonkwo,cancelled,none
REG-16333,Ada Dimitrov,confirmed,none
REG-16334,Greta Rasmussen,confirmed,halal
REG-16335,Greta Wieland,confirmed,none
REG-16336,Vera Vasquez,waitlist,none
REG-16337,Umut Xu,confirmed,kosher
REG-16338,Keiko Iyer,confirmed,none
REG-16339,Deepak Moreau,confirmed,vegetarian
REG-16340,Priya Yamada,cancelled,none
REG-16341,Mireille Nakamura,waitlist,none
REG-16342,Elif Bergstrom,confirmed,vegan
REG-16343,Deepak Kovacs,confirmed,none
REG-16344,Ada Dimitrov,cancelled,vegan
REG-16345,Greta Ustinov,confirmed,none
REG-16346,Hiro Grigoryan,confirmed,none
REG-16347,Rosa Rasmussen,cancelled,none
REG-16348,Priya Iyer,confirmed,none
REG-16349,Wendell Sorensen,confirmed,none
REG-16350,Nadia Dimitrov,confirmed,none
REG-16351,Jonas Rasmussen,confirmed,none
REG-16352,Sven Fontaine,confirmed,kosher
REG-16353,Quentin Moreau,confirmed,none
REG-16354,Keiko Fontaine,confirmed,none
REG-16355,Vera Zielinski,confirmed,gluten-free
REG-16356,Farid Hashimoto,confirmed,none
REG-16357,Xiomara Nakamura,confirmed,none
REG-16358,Greta Nakamura,confirmed,none
REG-16359,Deepak Wieland,cancelled,none
REG-16360,Nadia Abbasi,confirmed,vegetarian
REG-16361,Ines Dimitrov,confirmed,none
REG-16362,Tamar Quispe,confirmed,none
REG-16363,Wendell Grigoryan,cancelled,vegan
REG-16364,Tamar Sorensen,cancelled,none
REG-16365,Omar Yamada,confirmed,none
REG-16366,Tamar Iyer,cancelled,none
REG-16367,Omar Nakamura,confirmed,gluten-free
REG-16368,Tamar Yamada,waitlist,none
REG-16369,Umut Quispe,confirmed,kosher
REG-16370,Jonas Quispe,cancelled,none
REG-16371,Hiro Rasmussen,confirmed,none
REG-16372,Wendell Lindqvist,confirmed,none
REG-16373,Jonas Zielinski,waitlist,none
REG-16374,Greta Yamada,cancelled,vegetarian
REG-16375,Elif Moreau,cancelled,none
REG-16376,Hiro Tanaka,confirmed,none
REG-16377,Yusuf Lindqvist,cancelled,none
REG-16378,Lars Rasmussen,waitlist,none
REG-16379,Deepak Xu,cancelled,vegan
REG-16380,Xiomara Xu,confirmed,halal
REG-16381,Elif Quispe,confirmed,none
REG-16382,Nadia Bergstrom,waitlist,none
REG-16383,Omar Xu,confirmed,halal
REG-16384,Farid Castellanos,confirmed,vegetarian
REG-16385,Priya Wieland,waitlist,halal
REG-16386,Nadia Lindqvist,confirmed,vegetarian
REG-16387,Ada Okonkwo,confirmed,none
REG-16388,Farid Hashimoto,confirmed,none
REG-16389,Ines Yamada,confirmed,vegan
REG-16390,Bruno Rasmussen,confirmed,none
REG-16391,Yusuf Petrov,confirmed,none
REG-16392,Jonas Tanaka,confirmed,kosher
REG-16393,Ines Vasquez,confirmed,none
REG-16394,Tamar Wieland,confirmed,none
REG-16395,Keiko Castellanos,confirmed,none
REG-16396,Ada Petrov,confirmed,gluten-free
REG-16397,Wendell Petrov,confirmed,none
REG-16398,Ines Zielinski,confirmed,none
REG-16399,Priya Grigoryan,confirmed,none
REG-16400,Deepak Abbasi,confirmed,none
REG-16401,Keiko Rasmussen,confirmed,vegetarian
REG-16402,Xiomara Tanaka,waitlist,halal
REG-16403,Quentin Jankowski,confirmed,vegetarian
REG-16404,Keiko Wieland,confirmed,none
REG-16405,Ada Sorensen,cancelled,none
REG-16406,Ada Hashimoto,cancelled,none
REG-16407,Ada Petrov,cancelled,none
REG-16408,Tamar Sorensen,confirmed,vegan
REG-16409,Jonas Yamada,confirmed,none
REG-16410,Wendell Moreau,cancelled,halal
REG-16411,Ada Petrov,confirmed,none
REG-16412,Keiko Ustinov,confirmed,none
REG-16413,Omar Ustinov,confirmed,none
REG-16414,Ines Petrov,confirmed,none
REG-16415,Rosa Quispe,confirmed,none
REG-16416,Umut Hashimoto,waitlist,none
REG-16417,Sven Dimitrov,cancelled,none
REG-16418,Jonas Zielinski,waitlist,kosher
REG-16419,Bruno Iyer,confirmed,none
REG-16420,Farid Wieland,waitlist,vegetarian
REG-16421,Omar Bergstrom,waitlist,none
REG-16422,Farid Fontaine,confirmed,none
REG-16423,Greta Quispe,waitlist,vegetarian
REG-16424,Vera Rasmussen,confirmed,gluten-free
REG-16425,Farid Lindqvist,waitlist,none
REG-16426,Keiko Eriksen,confirmed,kosher
REG-16427,Greta Castellanos,confirmed,none
REG-16428,Elif Nakamura,confirmed,halal
REG-16429,Quentin Jankowski,confirmed,none
REG-16430,Elif Rasmussen,confirmed,none
REG-16431,Priya Sorensen,confirmed,none
REG-16432,Umut Nakamura,cancelled,halal
REG-16433,Sven Petrov,confirmed,vegetarian
REG-16434,Tamar Petrov,cancelled,vegan
REG-16435,Keiko Xu,confirmed,halal
REG-16436,Xiomara Wieland,confirmed,gluten-free
REG-16437,Bruno Moreau,waitlist,none
REG-16438,Elif Okonkwo,waitlist,vegetarian
REG-16439,Lars Abbasi,confirmed,kosher
REG-16440,Bruno Hashimoto,confirmed,none
REG-16441,Quentin Petrov,cancelled,none
REG-16442,Farid Vasquez,confirmed,none
REG-16443,Nadia Kovacs,confirmed,kosher
REG-16444,Mireille Moreau,cancelled,kosher
REG-16445,Tamar Kovacs,cancelled,kosher
REG-16446,Tamar Eriksen,confirmed,halal
REG-16447,Ines Hashimoto,confirmed,halal
REG-16448,Mireille Sorensen,waitlist,none
REG-16449,Xiomara Wieland,confirmed,none
REG-16450,Ines Xu,cancelled,gluten-free
REG-16451,Rosa Okonkwo,confirmed,none
REG-16452,Nadia Okonkwo,confirmed,vegetarian
REG-16453,Keiko Petrov,waitlist,halal
REG-16454,Zofia Moreau,confirmed,none
REG-16455,Tamar Tanaka,confirmed,none
REG-16456,Yusuf Ustinov,confirmed,none
REG-16457,Elif Ustinov,waitlist,none
REG-16458,Wendell Castellanos,confirmed,none
REG-16459,Yusuf Dimitrov,confirmed,none
REG-16460,Rosa Okonkwo,confirmed,none
REG-16461,Farid Castellanos,waitlist,none
REG-16462,Rosa Castellanos,confirmed,none
REG-16463,Ines Petrov,confirmed,vegetarian
REG-16464,Omar Yamada,confirmed,none
REG-16465,Xiomara Wieland,confirmed,none
REG-16466,Keiko Quispe,confirmed,none
REG-16467,Quentin Castellanos,confirmed,halal
REG-16468,Carmen Abbasi,confirmed,none
REG-16469,Vera Grigoryan,waitlist,none
REG-16470,Carmen Nakamura,confirmed,halal
REG-16471,Keiko Jankowski,cancelled,none
REG-16472,Keiko Quispe,confirmed,none
REG-16473,Hiro Lindqvist,confirmed,none
REG-16474,Farid Tanaka,confirmed,none
REG-16475,Xiomara Castellanos,confirmed,none
REG-16476,Nadia Wieland,confirmed,halal
REG-16477,Tamar Kovacs,cancelled,none
REG-16478,Ada Xu,confirmed,none
REG-16479,Hiro Tanaka,cancelled,vegetarian
REG-16480,Bruno Moreau,confirmed,vegan
REG-16481,Hiro Wieland,confirmed,kosher
REG-16482,Lars Wieland,waitlist,halal
REG-16483,Mireille Dimitrov,waitlist,none
REG-16484,Priya Nakamura,confirmed,kosher
REG-16485,Mireille Dimitrov,confirmed,gluten-free
REG-16486,Zofia Eriksen,cancelled,gluten-free
REG-16487,Carmen Dimitrov,confirmed,halal
REG-16488,Ada Iyer,confirmed,none
REG-16489,Bruno Moreau,confirmed,vegetarian
REG-16490,Deepak Bergstrom,confirmed,none
REG-16491,Jonas Eriksen,cancelled,vegan
REG-16492,Wendell Tanaka,confirmed,none
REG-16493,Mireille Okonkwo,confirmed,none
REG-16494,Mireille Zielinski,cancelled,none
REG-16495,Deepak Hashimoto,confirmed,vegetarian
REG-16496,Hiro Rasmussen,confirmed,none
REG-16497,Carmen Moreau,cancelled,kosher
REG-16498,Jonas Ustinov,confirmed,vegetarian
REG-16499,Wendell Hashimoto,confirmed,vegan
REG-16500,Tamar Lindqvist,confirmed,none
REG-16501,Farid Sorensen,cancelled,none
REG-16502,Nadia Castellanos,confirmed,none
REG-16503,Hiro Fontaine,confirmed,halal
REG-16504,Rosa Quispe,cancelled,none
REG-16505,Deepak Kovacs,confirmed,kosher
REG-16506,Hiro Okonkwo,waitlist,none
REG-16507,Farid Hashimoto,confirmed,none
REG-16508,Deepak Jankowski,confirmed,none
REG-16509,Elif Dimitrov,waitlist,none
REG-16510,Elif Lindqvist,confirmed,kosher
REG-16511,Deepak Rasmussen,waitlist,none
REG-16512,Lars Quispe,waitlist,none
REG-16513,Elif Zielinski,waitlist,vegan
REG-16514,Wendell Wieland,confirmed,vegetarian
REG-16515,Hiro Fontaine,waitlist,vegan
REG-16516,Zofia Sorensen,confirmed,none
REG-16517,Umut Petrov,confirmed,kosher
REG-16518,Yusuf Bergstrom,confirmed,none
